StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2_1,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q4_1,Q5,Q6,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q9_1,Q10
2023-04-11 09:03:24,2023-04-11 09:06:26,IP Address,128.6.36.112,100,181,True,2023-04-11 09:06:26,R_1hGB5ADKzG3s2qQ,,,,,40.488,-74.4544,qr,EN,Jat277,4,4,3,2,3,,2,0,1.5,PM < 1 μm,Particles of this diameter are unable to be suspended in air.,"Fireplaces,Trucks",3,4,3,2,1,2,6,NA
2023-04-11 09:03:57,2023-04-11 09:06:34,IP Address,128.6.37.117,100,157,True,2023-04-11 09:06:35,R_Tvc5iv97nY1JaVz,,,,,40.5511,-74.4606,qr,EN,Jab1007,2,2,5,5,1,1,0,3,3,PM < 1 μm,Particles of this size reach the bronchial tree where they corrode the alveolar parenchyma.,"Cars,Dirt Roads,Electric Vehicles,Fireplaces,Pollen,Trucks",3,0,3,0,1,4,5,
2023-04-11 09:04:12,2023-04-11 09:06:35,IP Address,130.219.10.90,100,143,True,2023-04-11 09:06:36,R_1mVrz9tKHpxEyZL,,,,,40.7337,-74.1939,anonymous,EN,Sk2182,4,4,4,5,5,4,5,3,4,PM < 0.25 μm,Particles of this size are generally absorbed in the respiratory tract and safely excreted in mucus.,"Cars,Dirt Roads,Fireplaces,Trucks",4,4,4,4,4,4,9,Prevention
2023-04-11 09:04:08,2023-04-11 09:06:40,IP Address,130.219.10.90,100,151,True,2023-04-11 09:06:40,R_24iS9J4mmeR59t4,,,,,40.7337,-74.1939,qr,EN,,5,5,5,5,5,5,5,5,4.5,PM < 25 μm,Particles of this size reach the bronchial tree where they corrode the alveolar parenchyma.,"Cars,Dirt Roads,Fireplaces,Pollen,Trucks",4,4,4,4,4,4,10,"Lack of knowledge "
2023-04-11 09:03:50,2023-04-11 09:06:41,IP Address,130.219.10.90,100,171,True,2023-04-11 09:06:41,R_22AfT4V74FqPjT0,,,,,40.7337,-74.1939,qr,EN,uz14,5,4,5,5,3,5,5,,3.5,PM < 0.05 μm,Particles of this size include dust and pollen and are the main source of seasonal rhinitis,"Cars,Fireplaces,Pollen,Trucks",4,5,5,4,5,4,7,Time during the appointment
2023-04-11 09:04:15,2023-04-11 09:06:42,IP Address,130.219.10.90,100,146,True,2023-04-11 09:06:42,R_C1ik4gfAncnRtND,,,,,40.7337,-74.1939,qr,EN,kaa220,5,5,5,5,5,5,5,5,4.5,PM < 1 μm,Particles of this size are generally absorbed in the respiratory tract and safely excreted in mucus.,"Cars,Electric Vehicles,Fireplaces,Trucks",5,5,5,5,5,5,8,"Time and knowledge "
2023-04-11 09:04:27,2023-04-11 09:06:44,IP Address,128.6.36.127,100,137,True,2023-04-11 09:06:45,R_2zI4Uk5QEu5gJZN,,,,,40.488,-74.4544,anonymous,EN,tw592,3,5,3,3,0,2,5,1,4,PM < 2.5 μm,Particles of this diameter are unable to be suspended in air.,"Cars,Fireplaces,Pollen,Trucks",3,3,2,0,1,3,5,i forget
2023-04-11 09:03:35,2023-04-11 09:06:47,IP Address,128.6.37.121,100,191,True,2023-04-11 09:06:47,R_32L7vPwY7V0W9tJ,,,,,40.5511,-74.4606,qr,EN,lsc88,5,5,5,5,3,5,5,5,5,PM < 2.5 μm,Particles of this size are generally absorbed in the respiratory tract and safely excreted in mucus.,"Cars,Electric Vehicles,Fireplaces,Trucks",2,2,4,4,4,4,8,
2023-04-11 09:05:06,2023-04-11 09:07:01,IP Address,128.6.37.41,100,115,True,2023-04-11 09:07:02,R_3g8gKc5LVZMkcrL,,,,,40.5511,-74.4606,anonymous,EN,srp237,4,3,3,5,3,5,5,3,4,PM < 0.05 μm,Particles of this diameter are unable to be suspended in air.,"Cars,Pollen,Trucks",2,1,3,2,4,5,7,
2023-04-11 09:04:07,2023-04-11 09:07:04,IP Address,128.6.36.76,100,176,True,2023-04-11 09:07:04,R_1mIfqlsqtIEGd2b,,,,,40.488,-74.4544,qr,EN,Krb195,5,4,5,4,1,2,5,1,5,PM < 1 μm,Particles of this size include dust and pollen and are the main source of seasonal rhinitis,"Cars,Dirt Roads,Fireplaces,Pollen,Trucks",4,5,2,2,3,5,8,
2023-04-11 09:03:38,2023-04-11 09:07:04,IP Address,128.6.37.253,100,206,True,2023-04-11 09:07:04,R_vwbc6dFVeCNutYB,,,,,40.488,-74.4544,qr,EN,sa1351,4,3,4,5,3,4,5,3,4,PM < 1 μm,Particles of this size reach the bronchial tree where they corrode the alveolar parenchyma.,"Dirt Roads,Fireplaces",4,1,2,2,2,3,8,Conservation of materials in an eco-friendly way
2023-04-11 09:03:38,2023-04-11 09:07:19,IP Address,130.219.10.90,100,220,True,2023-04-11 09:07:20,R_1F4DqFJSkPEimQH,,,,,40.7337,-74.1939,qr,EN,kf511,3,2,4,4,2,4,5,3,3.5,PM < 1 μm,Particles of this size are generally absorbed in the respiratory tract and safely excreted in mucus.,"Cars,Dirt Roads,Fireplaces,Pollen,Trucks",4,,1,1,3,5,6,Time during the interview to adequately address environmental health concerns if the patient is coming in with a problem that doesn’t seem related to environmental health.
2023-04-11 09:04:18,2023-04-11 09:07:35,IP Address,172.56.37.78,100,197,True,2023-04-11 09:07:36,R_3itd4jejK1DVzcP,,,,,40.7523,-74.2172,qr,EN,rm930,3,5,2,3,3,3,5,2,3.5,PM < 10 μm,Particles of this size include dust and pollen and are the main source of seasonal rhinitis,Fireplaces,4,3,3,4,3,3,10,No
2023-04-11 09:03:49,2023-04-11 09:07:46,IP Address,128.6.37.248,100,237,True,2023-04-11 09:07:46,R_DixQb4UycB17dFD,,,,,40.488,-74.4544,qr,EN,ssp190,5,4,3,3,3,3,4,4,4,PM < 10 μm,Particles of this size reach the bronchial tree where they corrode the alveolar parenchyma.,"Cars,Dirt Roads,Electric Vehicles,Fireplaces,Trucks",3,2,4,4,4,4,9,"It may be difficult to get patients to admit to environmental exposures, especially if they are not aware of what may be considered a toxin"
2023-04-11 09:03:59,2023-04-11 09:08:26,IP Address,130.219.10.90,100,267,True,2023-04-11 09:08:27,R_2Qn9WN4fwWW15pZ,,,,,40.7337,-74.1939,qr,EN,ab2469,4,4,3,5,3,3,4,3,4,PM < 1 μm,Particles of this size are generally absorbed in the respiratory tract and safely excreted in mucus.,Cars,5,3,2,2,4,3,6,Medical jargon and climate change knowledge/understanding
2023-04-11 09:04:23,2023-04-11 09:08:30,IP Address,130.219.10.90,100,247,True,2023-04-11 09:08:31,R_qw5VgNw8qdGNsgV,,,,,40.7337,-74.1939,qr,EN,,4,4,5,4,5,5,4,2,3.5,PM < 0.25 μm,Particles of this size include dust and pollen and are the main source of seasonal rhinitis,"Cars,Dirt Roads,Fireplaces,Pollen,Trucks",3,4,5,1,4,2,5,
2023-04-11 09:04:11,2023-04-11 09:08:39,IP Address,172.58.236.83,100,267,True,2023-04-11 09:08:39,R_3nwOGfCjKhTV00r,,,,,40.6582,-74.221,qr,EN,,4,4,3,3,3,2,3,2,4,PM < 1 μm,Particles of this size are generally absorbed in the respiratory tract and safely excreted in mucus.,"Cars,Dirt Roads,Trucks",3,2,3,3,4,4,4,
2023-04-11 09:04:29,2023-04-11 09:09:00,IP Address,128.6.37.133,100,270,True,2023-04-11 09:09:00,R_PvpyajxL6WRLHSF,,,,,40.7265,-74.1782,anonymous,EN,mb1980,3,2,3,3,2,0,2,,3,PM < 0.05 μm,Particles of this size reach the bronchial tree where they corrode the alveolar parenchyma.,"Cars,Dirt Roads,Trucks",2,,2,,2,,3,
2023-04-11 09:06:31,2023-04-11 09:09:12,IP Address,128.6.37.115,100,160,True,2023-04-11 09:09:12,R_RQAEcGhlzisdvQl,,,,,40.5511,-74.4606,anonymous,EN,Sp2098,5,4,5,5,5,3,5,3,4.5,PM < 1 μm,Particles of this diameter are unable to be suspended in air.,"Cars,Dirt Roads,Fireplaces,Pollen,Trucks",4,1,4,4,4,3,7,Knowing the best way to inquire about risk factors
2023-04-11 09:03:49,2023-04-11 09:09:19,IP Address,128.6.37.12,100,329,True,2023-04-11 09:09:19,R_WicT9nZeEpjGyhr,,,,,40.5511,-74.4606,anonymous,EN,amc754,5,4,5,5,4,5,5,4,2.5,PM < 0.25 μm,Particles of this size are generally absorbed in the respiratory tract and safely excreted in mucus.,"Cars,Dirt Roads,Electric Vehicles,Fireplaces,Pollen,Trucks",2,3,3,2,3,4,10,"Lack of knowledge of solutions/intervention, etc"
2023-04-11 09:04:10,2023-04-11 09:09:31,IP Address,128.6.36.135,100,320,True,2023-04-11 09:09:31,R_r7uz9IXqmGh7eSt,,,,,40.488,-74.4544,qr,EN,dpr85,5,3,5,5,3,4,5,5,3,PM < 0.25 μm,Particles of this size are generally absorbed in the respiratory tract and safely excreted in mucus.,"Cars,Fireplaces,Trucks",3,4,4,4,4,4,8,Time restrictions during appointments.
2023-04-11 09:04:04,2023-04-11 09:09:47,IP Address,128.6.36.221,100,343,True,2023-04-11 09:09:47,R_3MzIUNigiQFRnUO,,,,,40.488,-74.4544,anonymous,EN,bv172,3,4,4,3,3,2,5,3,3.5,PM < 1 μm,Particles of this size reach the bronchial tree where they corrode the alveolar parenchyma.,Fireplaces,3,3,3,3,3,3,5,
2023-04-11 09:04:16,2023-04-11 09:09:52,IP Address,128.6.36.148,100,336,True,2023-04-11 09:09:52,R_24xipRynON6emoe,,,,,40.488,-74.4544,qr,EN,,4,5,1,3,5,2,5,4,4,PM < 10 μm,Particles of this size reach the bronchial tree where they corrode the alveolar parenchyma.,"Cars,Dirt Roads,Fireplaces,Pollen,Trucks",4,5,5,,5,4,9,
2023-04-11 09:04:59,2023-04-11 09:10:03,IP Address,128.6.37.81,100,303,True,2023-04-11 09:10:03,R_3nxfgmbvdW4AswB,,,,,40.5511,-74.4606,anonymous,EN,,3,1,4,3,1,4,5,2,3,PM < 25 μm,Particles of this size reach the bronchial tree where they corrode the alveolar parenchyma.,"Cars,Trucks",2,1,,,,,2,I don’t know that much about our area’s environmental hazards.
2023-04-11 09:04:39,2023-04-11 09:10:19,IP Address,128.6.37.205,100,339,True,2023-04-11 09:10:19,R_2uIfh6KomWlEM0n,,,,,40.488,-74.4544,qr,EN,ral212,4,3,5,5,3,1,3,1,3.5,PM < 2.5 μm,Particles of this size are generally absorbed in the respiratory tract and safely excreted in mucus.,"Dirt Roads,Fireplaces,Pollen",5,2,2,1,5,5,7,
2023-04-11 09:03:58,2023-04-11 09:10:23,IP Address,172.58.235.175,100,384,True,2023-04-11 09:10:23,R_3dKEpVufWAkP3rm,,,,,40.7256,-74.1594,qr,EN,,5,5,4,5,4,4,5,3,4,PM < 1 μm,Particles of this size are generally absorbed in the respiratory tract and safely excreted in mucus.,"Cars,Dirt Roads,Fireplaces,Pollen,Trucks",3,4,2,1,3,3,8,"'- Access to resources "
2023-04-11 09:04:12,2023-04-11 09:10:37,IP Address,174.206.235.247,100,385,True,2023-04-11 09:10:37,R_1NyMVofXvKacy9c,,,,,40.6129,-74.416,qr,EN,,4,4,3,5,2,3,5,1,3.5,PM < 0.05 μm,Particles of this size reach the bronchial tree where they corrode the alveolar parenchyma.,"Electric Vehicles,Trucks",4,4,5,3,4,5,7,"Scarcity of time and resources, insurance"
2023-04-11 09:09:17,2023-04-11 09:11:05,IP Address,130.219.10.90,100,107,True,2023-04-11 09:11:05,R_3elXpuNSdHrpPKc,,,,,40.7337,-74.1939,anonymous,EN,,4,4,4,4,3,3,4,3,5,PM < 1 μm,Particles of this size include dust and pollen and are the main source of seasonal rhinitis,"Dirt Roads,Fireplaces,Pollen",4,4,3,3,4,3,6,
2023-04-11 09:03:25,2023-04-11 09:11:50,IP Address,128.6.36.67,100,505,True,2023-04-11 09:11:51,R_307WhMHXsUKoqkS,,,,,40.488,-74.4544,qr,EN,,4,4,3,5,3,4,5,3,2.5,PM < 1 μm,Particles of this size include dust and pollen and are the main source of seasonal rhinitis,"Cars,Electric Vehicles,Fireplaces,Pollen",3,3,4,3,4,5,8,Pollution
2023-04-11 09:10:55,2023-04-11 09:12:17,IP Address,130.219.10.90,100,81,True,2023-04-11 09:12:17,R_1jiU9UdZhLJjmO6,,,,,40.7337,-74.1939,anonymous,EN,ebm87,4,5,4,5,4,3,5,4,4,PM < 0.25 μm,Particles of this size reach the bronchial tree where they corrode the alveolar parenchyma.,"Cars,Fireplaces,Pollen,Trucks",5,3,5,5,5,4,9,
2023-04-11 09:11:29,2023-04-11 09:18:18,IP Address,130.219.10.90,100,408,True,2023-04-11 09:18:19,R_12asatMkrfpb9mH,,,,,40.7337,-74.1939,qr,EN,nmd171,4,3,3,4,3,2,4,1,2.5,PM < 2.5 μm,Particles of this size include dust and pollen and are the main source of seasonal rhinitis,"Cars,Dirt Roads,Fireplaces,Pollen,Trucks",3,1,2,1,3,3,7,
2023-04-11 09:19:08,2023-04-11 09:21:24,IP Address,130.219.10.90,100,136,True,2023-04-11 09:21:24,R_2pPmR2FJdxWFLYZ,,,,,40.7337,-74.1939,anonymous,EN,ak2236,5,4,5,5,5,5,5,3,3.5,PM < 1 μm,Particles of this size include dust and pollen and are the main source of seasonal rhinitis,"Cars,Fireplaces,Pollen",4,3,3,5,5,5,7,
2023-04-11 09:25:21,2023-04-11 09:31:44,IP Address,130.219.10.90,100,383,True,2023-04-11 09:31:45,R_3fTSv6L04Oiv9Ag,,,,,40.7337,-74.1939,anonymous,EN,Lma216,5,4,4,5,4,3,5,4,4,PM < 2.5 μm,Particles of this size reach the bronchial tree where they corrode the alveolar parenchyma.,"Cars,Dirt Roads,Fireplaces,Pollen,Trucks",4,5,4,4,2,3,10,"Lack of time per visit "
2023-04-11 09:43:37,2023-04-11 09:45:11,IP Address,128.6.37.130,100,94,True,2023-04-11 09:45:12,R_2PuHMtzJCvO2bqZ,,,,,40.7265,-74.1782,anonymous,EN,,5,5,3,5,2,3,5,2,5,PM < 10 μm,Particles of this diameter are unable to be suspended in air.,Pollen,4,3,5,5,5,4,10,
2023-04-11 09:48:30,2023-04-11 09:51:49,IP Address,73.197.113.95,100,198,True,2023-04-11 09:51:49,R_1LLmp2oLdcJVzYl,,,,,39.7354,-74.9838,anonymous,EN,Eia16,5,5,3,5,4,5,5,3,4,PM < 0.05 μm,Particles of this size include dust and pollen and are the main source of seasonal rhinitis,"Cars,Fireplaces,Trucks",4,2,4,5,5,4,10,"Minimizing complicated terminology "
2023-04-11 10:24:36,2023-04-11 10:26:16,IP Address,130.219.10.90,100,100,True,2023-04-11 10:26:16,R_1K2YMFiRArdyC81,,,,,40.7337,-74.1939,qr,EN,Gmg186,5,4,5,5,5,5,5,5,4.5,PM < 1 μm,Particles of this size reach the bronchial tree where they corrode the alveolar parenchyma.,"Cars,Dirt Roads,Fireplaces,Trucks",5,5,5,5,5,3,10,
2023-04-11 10:24:42,2023-04-11 10:27:01,IP Address,128.6.37.166,100,138,True,2023-04-11 10:27:01,R_3G1cvdjiJomtmXE,,,,,40.7265,-74.1782,qr,EN,Jat277,4,5,3,5,3,5,5,1,3.5,PM < 1 μm,Particles of this diameter are unable to be suspended in air.,"Cars,Dirt Roads,Fireplaces,Pollen",4,1,4,3,4,3,8,Time during a consult
2023-04-11 10:14:02,2023-04-11 10:30:00,IP Address,130.219.10.90,100,958,True,2023-04-11 10:30:00,R_5pEwZ6zIfNpnu2l,,,,,40.7337,-74.1939,anonymous,EN,,5,5,5,5,5,5,5,5,4,PM < 1 μm,Particles of this size include dust and pollen and are the main source of seasonal rhinitis,"Cars,Dirt Roads,Electric Vehicles,Fireplaces,Pollen,Trucks",3,3,4,4,4,3,10,
2023-04-11 08:52:58,2023-04-11 10:30:57,IP Address,130.219.10.90,100,5879,True,2023-04-11 10:30:57,R_YY4KCnAwIBIxrkB,,,,,40.7337,-74.1939,anonymous,EN,Flb16,4,3,2,5,2,5,5,1,5,PM < 1 μm,Particles of this diameter are unable to be suspended in air.,Pollen,5,3,1,1,2,5,8,Time available for visit
2023-04-11 10:29:00,2023-04-11 10:31:16,IP Address,174.206.242.33,100,136,True,2023-04-11 10:31:17,R_9tcCMYu6p5LyvDj,,,,,40.6751,-74.291,qr,EN,Ljg135,4,4,4,4,2,3,5,2,2,PM < 2.5 μm,Particles of this diameter are unable to be suspended in air.,Cars,1,1,3,1,3,4,6,"Time "
2023-04-11 09:04:35,2023-04-11 10:32:15,IP Address,130.219.10.90,100,5259,True,2023-04-11 10:32:16,R_26hctPzZ7BrYaOV,,,,,40.7337,-74.1939,qr,EN,gmh100,4,4,4,5,4,3,5,5,3,PM < 0.25 μm,Particles of this size are generally absorbed in the respiratory tract and safely excreted in mucus.,Pollen,,,,,,,5,Time
2023-04-11 10:28:42,2023-04-11 10:34:04,IP Address,174.206.235.146,100,322,True,2023-04-11 10:34:05,R_2zooCNVbim8yw1Z,,,,,40.6129,-74.416,qr,EN,,4,4,4,4,3,3,5,3,4,PM < 25 μm,Particles of this size reach the bronchial tree where they corrode the alveolar parenchyma.,"Cars,Dirt Roads,Fireplaces,Pollen,Trucks",5,3,2,2,3,3,8,"Knowing the right questions to ask, how it varies according to environment "
2023-04-11 11:25:43,2023-04-11 11:28:57,IP Address,108.35.253.186,100,193,True,2023-04-11 11:28:57,R_2rkINkHezysQsfP,,,,,40.4992,-74.4996,anonymous,EN,sc1700,4,2,3,4,4,4,4,2,3,PM < 2.5 μm,Particles of this size reach the bronchial tree where they corrode the alveolar parenchyma.,"Cars,Dirt Roads,Fireplaces,Pollen,Trucks",3,2,3,3,3,3,8,Us conveying to pts whats important to report regarding their environmental hx
2023-04-11 18:05:24,2023-04-11 18:08:03,IP Address,96.242.23.132,100,158,True,2023-04-11 18:08:03,R_8HcuL3CUwcWLx9D,,,,,40.488,-74.4544,anonymous,EN,lsc88,5,4,5,5,4,4,5,4,3,PM < 2.5 μm,Particles of this size are generally absorbed in the respiratory tract and safely excreted in mucus.,"Cars,Fireplaces,Trucks",4,5,4,4,4,4,9,
2023-04-07 15:48:20,2023-04-07 15:48:26,IP Address,128.6.36.211,9,5,False,2023-04-14 15:48:29,R_sRavT4tUgZG0YaB,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,
2023-04-07 19:17:07,2023-04-07 19:26:25,IP Address,69.124.48.3,9,557,False,2023-04-14 19:26:28,R_3E9WVBcwceDzGKl,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,
2023-04-09 23:28:11,2023-04-09 23:28:36,IP Address,68.197.74.12,9,24,False,2023-04-16 23:28:43,R_2wKrYAMpvQJ1SNH,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,
2023-04-11 07:13:48,2023-04-11 07:14:26,IP Address,24.186.211.30,9,37,False,2023-04-18 07:14:27,R_2QmTGnSHTTo0VrY,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,
2023-04-11 07:54:33,2023-04-11 07:54:45,IP Address,68.199.156.210,9,11,False,2023-04-18 07:54:46,R_Q61kVgZXgAiU30l,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,
2023-04-11 08:23:33,2023-04-11 08:24:23,IP Address,130.219.10.90,9,50,False,2023-04-18 08:24:26,R_3PbFDhuMoWNhoei,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,
2023-04-11 08:29:01,2023-04-11 08:29:18,IP Address,68.194.112.247,9,16,False,2023-04-18 08:29:18,R_tYFMnUN6laPWT17,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,
2023-04-11 09:03:26,2023-04-11 09:03:40,IP Address,130.219.10.90,9,14,False,2023-04-18 09:03:43,R_C3sSlSyRRbtZCrn,,,,,,,qr,EN,,,,,,,,,,,,,,,,,,,,,
2023-04-11 09:04:06,2023-04-11 09:04:14,Spam,130.219.10.90,9,8,False,2023-04-18 09:04:16,R_2TL8yTyrVkojPIE,,,,,,,qr,EN,,,,,,,,,,,,,,,,,,,,,
2023-04-11 09:04:09,2023-04-11 09:04:29,IP Address,172.58.236.105,9,19,False,2023-04-18 09:04:30,R_1NC7bTwLdyO8fzp,,,,,,,qr,EN,,,,,,,,,,,,,,,,,,,,,
2023-04-11 09:04:28,2023-04-11 09:04:44,Spam,130.219.10.90,9,15,False,2023-04-18 09:04:45,R_PAFqtHMLjECF7NL,,,,,,,qr,EN,,,,,,,,,,,,,,,,,,,,,
2023-04-11 09:04:18,2023-04-11 09:06:09,IP Address,172.58.232.148,55,110,False,2023-04-18 09:06:11,R_1ohkaungNfzYse6,,,,,,,qr,EN,,5,3,2,5,2,2,5,2,3.5,PM < 1 μm,,,,,,,,,,
2023-04-11 09:08:55,2023-04-11 09:13:15,IP Address,130.219.10.90,55,259,False,2023-04-18 09:13:32,R_23Vl5khZVVF2KFe,,,,,,,anonymous,EN,rk802,5,5,5,5,5,5,5,5,,,,,,,,,,,,
2023-04-11 09:20:51,2023-04-11 09:22:20,IP Address,128.6.37.194,55,89,False,2023-04-18 09:22:21,R_3jeeVZGzdNPE4v5,,,,,,,anonymous,EN,Np906,4,2,4,5,2,4,4,2,2,PM < 1 μm,,,,,,,,,,
2023-04-11 10:29:14,2023-04-11 10:29:20,IP Address,130.219.10.90,9,5,False,2023-04-18 10:29:20,R_10H2Df6KEP0YPQ3,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,
2023-04-11 10:29:17,2023-04-11 10:29:34,Spam,130.219.10.90,9,17,False,2023-04-18 10:29:35,R_6nAmTV7kcCRax7b,,,,,,,qr,EN,,,,,,,,,,,,,,,,,,,,,
2023-04-11 10:29:18,2023-04-11 10:31:18,IP Address,128.6.37.203,55,120,False,2023-04-18 10:31:24,R_3IWDAquODfgyNG4,,,,,,,qr,EN,,4,5,5,5,5,5,5,3,5,PM < 0.25 μm,,,,,,,,,,
2023-04-11 09:06:21,2023-04-11 11:23:17,IP Address,128.6.37.142,9,8216,False,2023-04-18 11:23:20,R_UF6xtJiLBQ8b7VL,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,
2023-06-25 15:31:01,2023-06-25 16:06:45,IP Address,173.63.221.12,9,2143,False,2023-07-02 16:06:51,R_1QJxu1AIHEXDYcr,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,
2023-07-26 14:35:30,2023-07-26 14:35:43,IP Address,130.219.10.90,9,13,False,2023-08-02 14:35:47,R_1jIgRwqw5itySki,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,
2023-09-03 16:15:52,2023-09-03 16:29:32,IP Address,172.58.203.231,100,820,True,2023-09-03 16:29:33,R_29o8L2QHtpkaIi2,,,,,39.952,-75.1814,anonymous,EN,,,,,,,,,,,,,,,,,,,,,
2023-09-03 16:29:37,2023-09-03 16:34:07,IP Address,172.58.203.231,55,269,False,2023-09-10 16:34:10,R_0OZLFmMaSz5C9FL,,,,,,,anonymous,EN,,,,,,,,,,5,,,,,,,,,,,
2023-09-10 22:17:03,2023-09-10 22:28:06,IP Address,173.72.6.171,55,663,False,2023-09-17 22:28:10,R_1BV0OKk0V9Dh12e,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,
2023-10-02 18:07:03,2023-10-02 18:37:33,IP Address,130.219.10.90,9,1830,False,2023-10-09 18:37:34,R_3CDHuWrjoMdLztQ,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,
